r_cntr,object_id,ngood,flags,smss_j,raj2000,dej2000,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_psf,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_psf,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_psf,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_psf,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
42.79,430155676,28,3,100037.84-544651.8,150.157629,-54.781045,36,49,58105.2679,0,0.977,,,,,,,18.3295,0.0213,18.44,0.0636,18.327,0.037,17.1733,0.021,17.2576,0.0471,17.1549,0.0265,16.6442,0.0217,16.7393,0.0375,16.6217,0.0232,16.2495,0.0258,16.0848,0.0641,16.1966,0.0164,15.9254,0.0195,15.9078,0.0437,15.888,0.0174,1.64,2618877922
43.07,430155956,6,1,100037.28-544656.4,150.155238,-54.78233,36,36,57250.7308,0,0.975,,,,,,,,,,,,,,,,,,,,,,,,,17.8365,0.0436,18.0163,0.1086,17.8425,0.0708,17.4276,0.0385,17.6103,0.1461,17.504,0.0792,5.79,430155958
43.12,430155665,18,3,100042.19-544642.0,150.175746,-54.778366,36,106,57904.7444,3,0.955,,,,,,,,,,,,,16.7104,0.0191,16.4766,0.0803,16.6942,0.0203,15.7288,0.0252,15.5688,0.0304,15.7447,0.0164,14.9069,0.0348,14.8146,0.0157,14.9043,0.017,14.3984,0.0583,13.9525,0.1867,14.5463,0.176,7.71,430155632
43.89,2618877874,0,1024,100044.01-544648.4,150.183402,-54.780126,36,36,58610.5039,13,0.743,15.8472,,17.3519,,16.8502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.11,430155636
44.36,2618878285,0,19,100036.26-544739.8,150.151114,-54.794403,635,44,57743.6921,0,0.028,,,,,,,,,,,,,,,,,,,,,,,,,13.793,,14.4735,,15.5878,,13.7255,,13.9526,,15.3203,,7.55,430155988
44.56,430155944,14,3,100039.56-544806.8,150.164846,-54.801882,36,36,57717.2371,0,0.942,,,,,,,,,,,,,18.1241,0.166,17.6053,0.3294,18.1553,0.0786,17.6895,0.1167,16.8008,0.1906,17.5543,0.0704,17.1464,0.0489,16.7851,0.2467,16.978,0.0766,16.6119,0.1075,16.2151,0.2996,16.6766,0.0537,3.61,430155946
44.75,430155929,9,3,100043.29-544803.7,150.18064,-54.801187,36,75,58307.6201,0,0.609,,,,,,,,,,,,,,,,,,,19.0162,0.0304,19.357,0.1807,19.0042,0.0818,18.3047,0.0689,17.7351,0.2336,18.1211,0.0282,17.8781,0.0714,17.2854,0.139,17.6483,0.0679,6.5,430155926
44.79,430155968,24,19,100035.92-544718.4,150.149705,-54.788416,45,38,57838.9713,1,0.983,17.7946,0.0335,17.6704,0.0721,17.8063,0.0309,17.3003,0.0278,17.159,0.0309,17.3084,0.0217,16.1769,0.0275,16.1036,0.0241,16.1893,0.0161,15.7377,0.0511,15.6725,0.0268,15.778,0.0208,15.5466,0.0259,15.5083,0.1143,15.5217,0.0247,15.1758,,14.7721,,15.3242,,3.07,430155965
45.25,430155633,19,1,100046.13-544712.4,150.19213,-54.78673,36,36,58196.4698,0,0.98,,,,,,,,,,,,,18.8045,0.0162,18.8395,0.0405,18.8168,0.0226,18.2117,0.0258,18.2673,0.0283,18.2227,0.0289,17.6899,0.0121,17.75,0.0357,17.7119,0.0214,17.3347,0.0311,17.3461,0.0482,17.337,0.0296,6.91,430155625
45.29,430155960,6,3,100036.57-544702.3,150.152011,-54.783949,200,229,57514.5476,0,0.747,,,,,,,,,,,,,,,,,,,,,,,,,17.5438,0.1677,17.3258,0.0974,17.6538,0.0627,16.566,0.1907,16.6895,0.0661,17.0338,0.0369,2.13,2618878252
46.01,430155904,5,0,100044.84-544756.7,150.186789,-54.799069,36,36,58135.0491,0,0.781,,,,,,,,,,,,,,,,,,,19.6136,0.0439,20.1809,0.1864,19.6917,0.0896,18.8914,0.0301,19.2283,0.1897,19.0729,0.122,18.6186,0.0587,19.2907,0.1703,18.8707,0.117,5.77,430155925
46.2,430155901,20,3,100045.81-544745.7,150.190829,-54.795982,36,36,58282.5343,0,0.877,,,,,,,,,,,,,18.971,0.0393,18.8723,0.0513,18.9815,0.0246,18.3059,0.0548,18.1624,0.0539,18.3197,0.026,17.7204,0.0519,17.5725,0.0314,17.7251,0.0192,17.4297,0.0563,17.3275,0.0435,17.3796,0.0312,5.39,430155897
46.43,430155949,3,1025,100038.17-544803.3,150.158999,-54.800887,52,55,58322.8778,0,0.847,,,,,,,,,,,,,19.8211,0.0423,19.9658,0.0888,19.8898,0.0676,19.2096,,19.7554,,19.287,,18.6216,0.0506,19.0443,0.1381,18.6865,0.0815,18.0707,0.0429,18.7473,0.1741,18.3019,0.1059,7.25,430155948
46.79,430155668,38,3,100040.22-544638.0,150.167581,-54.777203,36,36,58144.7811,4,0.983,16.8704,0.0188,16.9352,0.0347,16.8736,0.0202,16.5924,0.0121,16.6267,0.0229,16.5938,0.0137,14.9585,0.0108,14.9782,0.0111,14.9614,0.0124,14.4821,0.0107,14.4214,0.0471,14.4907,0.0118,14.1997,0.0202,14.187,0.0134,14.2003,0.0162,14.0842,0.0233,14.043,0.017,14.0845,0.0198,2.53,1524774520
47.3,2618878252,0,16,100036.23-544701.8,150.150997,-54.783854,36,36,57743.6928,0,0.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8477,,19.5005,,18.0591,,2.13,430155960
47.94,430155674,32,3,100038.29-544642.7,150.159519,-54.778518,36,36,58145.6637,0,0.982,,,,,,,18.6181,0.0487,18.7888,0.0992,18.6834,0.0571,16.713,0.0134,16.6836,0.0249,16.7261,0.0142,16.0747,0.013,16.0432,0.0391,16.0868,0.0163,15.5373,0.0109,15.4419,0.0452,15.5464,0.0125,15.2741,0.013,15.2745,0.0198,15.2769,0.0156,7.84,430155681
48.15,430155946,9,3,100039.50-544810.4,150.164532,-54.802869,68,60,57292.2942,0,0.912,,,,,,,,,,,,,18.288,0.0471,18.4027,0.2483,18.2656,0.1262,17.6695,0.0417,17.7724,0.1203,17.6219,0.0641,17.1862,0.0298,17.3438,0.0687,17.1986,0.0684,16.8095,0.0387,17.0401,0.093,16.7406,0.0479,3.61,430155944
48.26,430155662,3,1,100043.27-544639.8,150.180208,-54.777707,45,36,58106.3617,0,0.939,,,,,,,,,,,,,,,,,,,,,,,,,18.4873,0.0385,18.7117,0.0728,18.6088,0.054,18.1274,0.0376,18.5538,0.1874,18.1718,0.0963,9.56,430155665
48.51,430155925,13,1,100044.58-544802.1,150.185728,-54.800549,36,44,58395.292,0,0.877,,,,,,,,,,,,,19.8569,0.0291,19.7248,0.0886,19.8542,0.0491,19.2174,0.0444,19.0681,0.0608,19.2149,0.0467,18.5853,0.0431,18.3752,0.0849,18.5248,0.0292,18.2527,0.046,18.3289,0.0755,18.199,0.0542,5.77,430155904
48.52,430155959,1,19,100036.41-544657.7,150.151516,-54.782683,195,36,57053.626,0,0.748,,,,,,,,,,,,,,,,,,,,,,,,,18.3234,,17.6157,,18.6189,,17.9964,0.0389,18.3014,0.226,18.0787,0.1761,4.35,2618878252
48.7,2618878259,0,16,100035.65-544710.5,150.148577,-54.786255,36,36,57743.6914,0,0.494,,,,,,,,,,,,,,,,,,,,,,,,,19.3998,,20.2867,,19.5757,,,,,,,,6.76,430155979
49.18,1524774520,2,3,100040.29-544635.4,150.167809,-54.776512,36,160,58709.0857,0,0.826,,,,,,,,,,,,,14.1255,0.2176,14.6062,0.0133,15.8041,0.0491,,,,,,,,,,,,,,,,,,,2.53,430155668
50.47,430155691,14,1,100037.32-544645.5,150.155496,-54.779289,69,36,57660.3015,0,0.978,,,,,,,,,,,,,,,,,,,18.225,0.062,18.9849,0.4215,18.2837,0.1609,17.5784,0.0169,17.7499,0.0505,17.6338,0.0337,17.1952,0.0188,17.503,0.0661,17.3043,0.0326,7.72,430155676
51.13,430155945,21,1,100040.56-544815.3,150.16893,-54.804188,37,77,58027.1076,0,0.976,,,,,,,,,,,,,18.2753,0.0179,18.2573,0.0637,18.2839,0.0247,17.7712,0.0319,17.6495,0.1035,17.7533,0.051,17.3235,0.0213,17.1617,0.0493,17.3186,0.0206,17.0003,0.0215,17.0713,0.0291,17.0338,0.0266,7.39,430156022
51.31,430155979,3,1027,100035.65-544703.9,150.148414,-54.78438,81,59,58092.8546,0,0.771,,,,,,,,,,,,,19.5808,0.0441,19.8421,0.0993,19.5655,0.0537,18.8779,,19.3789,,18.8627,,18.2133,0.046,18.4367,0.0903,18.1947,0.0609,17.7859,0.0719,18.0159,0.2577,17.7177,0.13,5.62,430155980
51.4,430155630,1,16,100046.56-544704.6,150.193997,-54.784604,36,36,56755.4498,0,0.202,,,,,,,,,,,,,,,,,,,,,,,,,17.7183,0.2238,17.6916,0.159,17.7169,0.1134,17.104,,17.0976,,17.0687,,5.93,430155625
51.44,430155629,15,3,100046.99-544729.1,150.195777,-54.791369,36,36,58023.3849,4,0.966,,,,,,,,,,,,,19.3096,0.0307,19.5326,0.0688,19.3177,0.0534,18.6107,0.0461,18.7756,0.0864,18.6199,0.0702,17.9818,0.0171,18.1629,0.0324,18.0142,0.0258,17.6446,0.0217,17.865,0.0633,17.663,0.0436,6.54,430155628
51.59,430155667,6,0,100040.86-544632.6,150.170223,-54.775717,75,36,57510.8684,0,0.884,,,,,,,,,,,,,,,,,,,17.9312,0.1238,18.0348,0.1334,18.0872,0.0946,17.4953,0.1059,17.5311,0.0761,17.6613,0.0681,17.1378,0.0689,17.3148,0.1996,17.33,0.1472,5.77,1524774520
51.69,430155928,15,3,100044.25-544807.9,150.184364,-54.802192,58,36,58384.2619,0,0.818,,,,,,,,,,,,,19.2526,0.0242,19.1908,0.048,19.2541,0.0288,18.6236,0.0547,18.5864,0.055,18.6274,0.0298,18.0148,0.0737,17.89,0.039,17.9849,0.0267,17.6183,0.0892,17.4556,0.1344,17.6027,0.0389,3.81,2618878208
52.14,430155625,8,3,100046.88-544710.0,150.195263,-54.786082,39,36,57843.1774,3,0.894,,,,,,,,,,,,,,,,,,,,,,,,,18.59,0.0248,18.4807,0.1256,18.5447,0.0351,17.9308,0.0629,18.0342,0.1028,18.046,0.0681,3.39,430155627
52.43,430155935,7,3,100041.90-544816.2,150.174515,-54.804469,36,46,57956.7219,0,0.967,,,,,,,,,,,,,,,,,,,,,,,,,17.8695,0.018,18.0245,0.0423,17.8932,0.0335,17.5014,0.0269,17.7026,0.1146,17.5246,0.0471,6.51,2618878222
52.44,430155627,9,3,100047.02-544713.3,150.195796,-54.786971,36,36,58193.4537,0,0.978,,,,,,,,,,,,,,,,,,,19.6126,0.0248,19.8645,0.1765,19.6079,0.0838,18.2394,0.0495,18.1408,0.131,18.227,0.05,17.5079,0.0242,17.5943,0.0764,17.5142,0.0381,3.39,430155625
54.11,430156025,31,0,100037.84-544810.5,150.157664,-54.802921,36,59,58148.094,2,0.985,,,,,,,,,,,,,17.5878,0.0109,17.6748,0.0243,17.5924,0.0175,16.6843,0.0125,16.7906,0.0272,16.6795,0.0169,15.8948,0.0089,15.9688,0.0101,15.9002,0.0127,15.4334,0.0125,15.5306,0.0205,15.4406,0.016,7.83,430155949
54.23,430155950,13,0,100036.89-544804.5,150.153609,-54.801231,37,61,58176.4615,0,0.974,,,,,,,,,,,,,19.4341,0.0206,19.7269,0.073,19.4567,0.0409,18.617,0.0271,18.9744,0.0735,18.6501,0.0372,17.8947,0.0136,18.1421,0.0334,17.8875,0.0246,17.478,0.0576,17.404,0.1301,17.4025,0.0573,6.83,430155991
54.68,430155618,16,3,100045.36-544644.0,150.188976,-54.778886,36,63,57836.6075,5,0.976,,,,,,,,,,,,,17.7618,0.0332,17.6064,0.0604,17.7377,0.0293,17.2019,0.0352,17.3008,0.1222,17.2646,0.1,16.5171,0.0182,16.5276,0.0581,16.5456,0.0385,16.113,0.025,16.0565,0.041,16.118,0.0237,7.75,430155616
54.88,430155900,41,3,100046.69-544749.6,150.194535,-54.797101,36,50,58218.738,1,0.983,,,,,,,18.6274,0.034,18.7874,0.0637,18.6716,0.0418,17.243,0.0093,17.1576,0.0562,17.3016,0.0383,16.7755,0.0103,16.7776,0.0164,16.786,0.0158,16.4287,0.0083,16.4644,0.0119,16.4342,0.0128,16.2702,0.0118,16.3502,0.016,16.278,0.0165,5.99,430155896
54.94,2618878208,1,3,100044.64-544809.5,150.186024,-54.802645,36,36,58831.6954,0,0.61,,,,,,,,,,,,,,,,,,,,,,,,,19.0806,0.0429,19.2571,0.1515,19.1524,0.1178,,,,,,,3.81,430155928
54.96,430155670,0,1537,100039.30-544631.5,150.1637,-54.775383,60,36,57582.4467,0,0.973,,,,,,,,,,,,,,,,,,,,,,,,,17.8047,,18.2009,,17.7849,,17.3566,,17.6408,,17.3704,,9.45,1524774520
55.08,430155681,9,19,100038.23-544634.8,150.159269,-54.776344,36,36,57568.1533,0,0.981,,,,,,,,,,,,,18.2654,,18.755,,18.4706,,17.8321,0.0434,18.25,0.1421,17.9671,0.0851,17.3864,0.0545,17.4841,0.0619,17.3738,0.0569,17.0744,0.0298,17.52,0.1304,17.1311,0.0714,7.84,430155674
55.16,430155990,6,3,100034.80-544734.0,150.144938,-54.792735,36,100,57773.4776,0,0.932,,,,,,,,,,,,,19.6274,0.0295,19.6784,0.0779,19.609,0.0552,,,,,,,18.2132,0.0502,18.1462,0.1153,18.254,0.0418,17.6546,0.1578,17.4718,0.098,17.7957,0.052,3.39,430155989
55.54,430155991,1,0,100036.23-544800.7,150.150895,-54.800156,36,36,57743.6942,0,0.539,,,,,,,,,,,,,,,,,,,,,,,,,19.1584,0.0558,19.6677,0.2239,19.3157,0.1305,,,,,,,6.83,430155950
55.61,430155982,10,3,100034.87-544714.5,150.144701,-54.787401,291,44,57860.9115,0,0.963,,,,,,,,,,,,,19.0,0.1675,18.9399,0.0495,19.0877,0.0404,18.0924,0.2252,17.9914,0.039,18.2819,0.0396,18.0243,0.0201,18.116,0.0384,18.0184,0.0306,17.6245,0.0241,17.6748,0.1565,17.6189,0.0437,0.46,430155984
55.61,430156022,16,3,100039.81-544818.7,150.165815,-54.805184,40,36,58183.8994,0,0.976,,,,,,,,,,,,,19.1952,0.0494,18.9175,0.1854,19.253,0.0359,18.443,0.0623,18.3076,0.036,18.5065,0.0347,17.7801,0.0318,17.8473,0.0572,17.8475,0.0238,17.3931,0.0274,17.6977,0.0673,17.5275,0.0461,5.4,430156023
55.86,430155989,13,3,100034.65-544730.6,150.14437,-54.791851,59,203,57986.1396,0,0.561,,,,,,,,,,,,,19.2782,0.1208,19.349,0.2324,19.3728,0.0424,18.1682,0.2003,18.4794,0.1665,18.5771,0.0471,17.7328,0.0956,17.6585,0.1455,17.7348,0.0363,17.3483,0.054,17.4337,0.0622,17.2802,0.0345,3.39,430155990
55.97,430155693,47,3,100036.29-544646.4,150.151176,-54.779565,36,45,58063.9691,0,0.986,17.9517,0.0252,18.1505,0.0601,17.9586,0.0358,17.6782,0.0177,17.8152,0.0432,17.6741,0.0217,16.09,0.0095,16.02,0.0364,16.0989,0.0112,15.6211,0.0119,15.5883,0.057,15.6243,0.0131,15.2852,0.0095,15.2574,0.0323,15.2962,0.0114,15.1326,0.0117,15.1766,0.0194,15.1325,0.0143,7.31,430155692
55.98,430155984,12,3,100034.52-544714.9,150.144506,-54.787461,74,36,57787.9396,0,0.975,,,,,,,,,,,,,,,,,,,18.2479,0.1908,18.1093,0.0674,18.4111,0.0556,17.8705,0.0343,17.5921,0.0924,17.8313,0.0573,17.4399,0.035,17.2093,0.1631,17.3756,0.0554,0.46,430155982
56.09,430155650,42,3,100042.02-544628.7,150.17506,-54.774628,36,36,58219.57,4,0.997,15.762,0.017,15.8111,0.0175,15.7771,0.0166,15.5723,0.0095,15.6005,0.0121,15.5688,0.0109,13.4596,0.0079,13.4727,0.0068,13.453,0.0097,12.2591,0.0111,12.279,0.0103,12.2579,0.013,11.128,0.0157,11.1246,0.0384,11.273,0.1511,10.4151,0.0161,10.4041,0.03,10.4742,0.0654,10.78,430155667
56.13,430155628,35,2,100047.55-544724.6,150.198141,-54.790167,36,69,57996.6883,0,0.916,,,,,,,,,,,,,17.9124,0.0276,17.7435,0.0514,17.9421,0.0163,17.2559,0.0244,17.0465,0.0503,17.2412,0.0188,16.6186,0.0326,16.4124,0.0181,16.6092,0.0152,16.2234,0.03,16.0775,0.0211,16.2305,0.0165,6.42,2618877867
56.35,430156023,9,3,100039.18-544818.2,150.163228,-54.805021,46,36,58283.2604,0,0.969,,,,,,,,,,,,,19.3281,0.0335,19.5295,0.0912,19.3141,0.0546,18.6486,0.0223,18.8782,0.0646,18.6423,0.0454,18.1466,0.0206,18.4056,0.0423,18.1431,0.0289,17.725,0.0338,17.8834,0.0944,17.7532,0.0728,5.4,430156022
56.62,430155934,43,0,100043.34-544817.3,150.180569,-54.804791,36,68,58255.4784,0,0.981,18.1578,0.0281,18.2924,0.1078,18.16,0.0382,17.7072,0.0191,17.7552,0.0384,17.7173,0.0242,16.6631,0.0116,16.6746,0.0199,16.6704,0.0136,16.155,0.0129,16.1503,0.0159,16.1605,0.0146,15.7447,0.0114,15.7254,0.0147,15.7448,0.0124,15.4348,0.014,15.4266,0.0181,15.4356,0.016,11.04,430155931
56.66,430155992,9,1,100034.86-544741.8,150.14516,-54.794941,36,36,58208.5296,0,0.896,,,,,,,,,,,,,19.7238,0.0288,20.0638,0.119,19.7386,0.0605,19.1182,0.0397,19.5759,0.1181,19.1896,0.0621,18.5423,0.0184,18.7179,0.0808,18.5424,0.0503,18.1754,0.0343,17.8502,0.2342,18.1392,0.0658,6.91,430155993
56.93,430155980,2,1043,100035.04-544701.4,150.145983,-54.783693,48,36,58612.4689,0,0.87,,,,,,,,,,,,,19.9737,0.0466,20.4091,0.1727,20.0512,0.077,19.1908,,19.4047,,19.2768,,18.6129,0.0589,19.1499,0.1415,18.7879,0.0874,18.1575,,18.6014,,18.3253,,5.62,430155979
57.15,430155619,55,3,100044.84-544637.3,150.186821,-54.777009,36,38,58217.6053,9,0.99,16.3822,0.0207,16.4134,0.0342,16.3813,0.0216,15.9801,0.0125,15.9777,0.0268,15.9794,0.0134,14.9988,0.0098,15.0062,0.023,14.9959,0.0108,14.4765,0.0263,14.0495,0.2105,14.5699,0.084,14.0666,0.0159,13.7488,0.2009,14.1761,0.0793,13.7433,0.0342,13.7638,0.0381,13.7443,0.0332,8.1,430155618
57.2,430155969,21,3,100035.63-544651.6,150.148444,-54.780995,39,41,57921.49,0,0.981,,,,,,,,,,,,,,,,,,,17.8358,0.0425,18.324,0.1009,18.0565,0.0942,17.1418,0.0169,17.1536,0.0424,17.1735,0.0223,16.696,0.0178,16.7933,0.0276,16.7319,0.0216,5.68,430155971
57.23,430155922,23,3,100045.83-544804.2,150.19078,-54.801177,255,36,58269.6183,0,0.976,17.6832,0.2281,18.7384,0.1104,18.1702,0.1444,,,,,,,18.9308,0.016,19.0098,0.0345,18.9595,0.0242,18.2438,0.0196,18.2803,0.0658,18.2743,0.0252,17.7291,0.0146,17.8064,0.0266,17.7817,0.0194,17.4786,0.0235,17.6002,0.0485,17.5357,0.0294,7.07,430155921
57.45,430155666,10,3,100040.46-544627.2,150.168535,-54.774149,36,192,57918.5016,0,0.977,,,,,,,18.0161,0.0799,17.8678,0.0953,18.1179,0.0325,16.4954,0.0986,16.3602,0.046,16.7945,0.0225,16.5934,0.0405,16.7072,0.0675,16.5855,0.0464,16.2064,0.0597,16.2754,0.048,16.1992,0.0433,,,,,,,1.72,430155653
57.65,430155688,54,3,100037.23-544637.1,150.1551,-54.77695,36,36,58090.7036,9,0.99,16.8215,0.0173,16.8966,0.0493,16.8316,0.0191,16.4086,0.0105,16.4335,0.0162,16.4128,0.0128,15.3972,0.0099,15.2947,0.0451,15.4046,0.0099,14.9342,0.0105,14.8868,0.0539,14.9359,0.0119,14.5587,0.0084,14.5547,0.0406,14.5729,0.0111,14.2858,0.0119,14.2974,0.041,14.3036,0.0137,6.49,430155692
58.81,2618878222,0,24,100042.13-544822.2,150.175576,-54.806171,539,473,58610.5074,35,0.982,,,,,,,,,,,,,17.9489,,17.9636,,17.9689,,18.8664,,19.3279,,19.0379,,,,,,,,,,,,,,3.13,430155936
58.84,430155936,43,3,100041.78-544822.6,150.174082,-54.806294,36,36,58228.8787,0,0.983,17.9061,0.0322,17.8808,0.0724,17.9394,0.0368,17.5811,0.0312,17.5276,0.0689,17.5786,0.0254,16.5011,0.0184,16.3474,0.0225,16.5089,0.0184,15.9431,0.0155,15.8106,0.0331,15.9677,0.0264,15.501,0.0252,15.4718,0.0393,15.5082,0.0249,15.25,0.0263,15.1948,0.0467,15.2359,0.0265,3.13,2618878222
58.95,2618878289,1,0,100035.21-544754.3,150.146712,-54.798435,36,36,57743.6956,0,0.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7378,0.1771,19.1126,0.2811,19.07,0.2002,10.44,430156054
59.02,430155653,14,3,100040.54-544624.8,150.168808,-54.773698,92,103,57960.8647,2,0.421,,,,,,,,,,,,,16.6896,0.0706,16.7035,0.1047,16.7667,0.0682,15.8484,0.1443,15.6988,0.108,16.1199,0.0434,15.1368,0.1681,14.9981,0.1011,15.3692,0.0289,14.3432,0.1598,14.3779,0.0358,14.8184,0.0208,1.72,430155666
59.32,430155620,44,3,100044.12-544631.0,150.183791,-54.775276,36,36,58218.7308,0,0.983,16.9034,0.0167,16.9692,0.0283,16.9005,0.0189,16.2344,0.0103,16.2454,0.0195,16.2385,0.0117,15.1761,0.0089,15.1319,0.0121,15.1876,0.0097,14.9193,0.015,14.8973,0.0161,14.926,0.0142,14.7306,0.0263,14.6606,0.0142,14.76,0.0151,14.6537,0.0274,14.5749,0.0255,14.6692,0.0183,6.66,430155615
59.47,430155692,4,3,100036.55-544639.4,150.152203,-54.777624,36,36,57257.3232,0,0.895,,,,,,,,,,,,,,,,,,,,,,,,,17.6417,0.0602,17.4197,0.2067,17.5894,0.0711,17.0702,0.1572,16.901,0.0966,17.0536,0.0787,4.06,430155690
59.75,430155896,31,3,100047.38-544748.6,150.19738,-54.796818,36,52,58036.6727,0,0.983,,,,,,,,,,,,,18.3193,0.0281,18.3842,0.0274,18.2916,0.0226,17.2961,0.0164,17.3441,0.0274,17.2951,0.0204,16.3916,0.0097,16.4202,0.0125,16.3954,0.0138,15.8743,0.0121,15.9174,0.0218,15.8792,0.0163,5.99,430155900
60.04,430155895,17,0,100047.88-544735.5,150.199517,-54.793154,58,36,58153.6478,0,0.739,,,,,,,,,,,,,19.8746,0.0944,20.0845,0.2007,19.8614,0.0844,19.0618,0.0498,19.3273,0.0763,19.0313,0.0415,18.198,0.0427,18.3342,0.036,18.1506,0.0232,17.587,0.0629,17.6898,0.0568,17.5489,0.0419,9.22,2618877867
60.45,430155971,2,3,100035.05-544653.8,150.145922,-54.781606,36,36,56904.5377,0,0.806,,,,,,,,,,,,,,,,,,,,,,,,,17.6789,0.0581,17.6336,0.0951,17.7309,0.0789,,,,,,,2.99,430155974
61.01,430155983,6,3,100034.28-544708.3,150.142723,-54.785626,36,36,57600.7809,0,0.965,,,,,,,,,,,,,,,,,,,,,,,,,17.0486,0.1391,17.0255,0.077,16.9845,0.0624,16.365,0.0542,16.2791,0.0347,16.3263,0.0233,2.74,430155985
61.37,430156011,2,3,100041.33-544825.5,150.172175,-54.807075,72,111,57461.0207,0,0.923,,,,,,,,,,,,,,,,,,,,,,,,,17.1656,0.1261,17.0531,0.0821,17.1374,0.0725,16.7801,0.2612,16.4695,0.1112,16.9303,0.1043,4.47,430156012
62.09,430155974,23,3,100034.73-544655.2,150.144648,-54.781992,54,74,57705.7415,0,0.916,,,,,,,,,,,,,17.7287,0.0706,17.6032,0.0604,17.7964,0.0499,17.2659,0.0872,17.2107,0.0963,17.293,0.0473,16.8354,0.04,16.4678,0.0666,16.7703,0.0346,16.3232,0.0725,16.1213,0.0366,16.3837,0.018,2.77,430155972
62.25,2618877867,1,0,100048.25-544726.7,150.201064,-54.790754,36,36,59329.4051,0,0.762,17.3404,0.1916,17.2401,0.0833,17.8364,0.1248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.42,430155628
62.4,430155616,26,3,100045.91-544637.9,150.19127,-54.777189,36,42,58046.0932,0,0.984,,,,,,,,,,,,,17.5665,0.0179,16.8402,0.0833,17.5756,0.015,15.9302,0.013,15.664,0.1124,15.9418,0.0175,14.3306,0.0098,14.2907,0.0409,14.3301,0.013,13.4061,0.0123,13.3951,0.0234,13.4042,0.0151,6.42,2618877855
62.45,430156026,9,3,100036.23-544809.0,150.150397,-54.802628,76,65,57891.0216,0,0.946,,,,,,,,,,,,,19.9459,0.1786,19.7596,0.1058,20.0172,0.0749,18.9047,0.2307,18.9609,0.0823,19.0555,0.057,18.2889,0.0304,18.2165,0.1108,18.2177,0.0494,17.8689,0.1067,17.7803,0.1807,17.797,0.0665,1.82,2618878364
62.5,430155970,4,3,100035.39-544645.6,150.147378,-54.779348,36,36,58559.6961,0,0.648,,,,,,,,,,,,,,,,,,,,,,,,,19.0853,0.0495,19.081,0.0988,19.1258,0.0656,18.6654,0.1443,18.9416,0.2426,18.7092,0.1401,4.02,430155694
62.68,2618878328,1,3,100040.04-544826.2,150.166856,-54.807278,36,36,58831.6982,0,0.747,,,,,,,,,,,,,,,,,,,,,,,,,18.6573,0.1686,18.7788,0.0911,18.7848,0.0871,,,,,,,4.41,430156024
63.1,430155985,34,3,100033.94-544709.5,150.141538,-54.785961,156,83,57981.7389,2,0.904,,,,,,,,,,,,,17.7325,0.0728,17.4609,0.0339,17.8944,0.0237,17.1318,0.0635,16.6974,0.061,17.1729,0.0235,16.3852,0.1231,15.9471,0.0468,16.4801,0.0209,16.1855,0.0799,15.8371,0.1063,16.136,0.0357,2.74,430155983
63.11,430155993,7,0,100034.06-544741.3,150.141838,-54.794807,53,56,57127.6883,1,0.958,,,,,,,,,,,,,,,,,,,,,,,,,17.4595,0.0253,17.6621,0.0643,17.5388,0.051,16.9907,0.0286,17.2248,0.0651,17.0748,0.0502,6.91,430155992
63.26,430155690,23,3,100036.38-544635.7,150.151557,-54.776559,60,39,57694.1364,0,0.977,,,,,,,,,,,,,17.8396,0.0489,17.803,0.2169,17.9583,0.0571,17.1277,0.0861,17.0557,0.1046,17.2777,0.0372,16.6825,0.047,16.2486,0.0811,16.692,0.0295,16.2342,0.0976,15.8355,0.0805,16.3601,0.0213,4.06,430155692
63.34,430155623,13,0,100048.14-544707.5,150.200483,-54.785299,57,73,58275.5319,0,0.934,,,,,,,,,,,,,19.66,0.0326,19.9541,0.1172,19.7245,0.0447,18.9022,0.0316,18.8897,0.0764,18.9053,0.052,18.2245,0.0385,18.2128,0.0397,18.156,0.0237,17.6105,0.1062,17.5128,0.0784,17.5939,0.0351,9.67,430155624
63.83,430155680,3,0,100038.16-544625.7,150.158873,-54.773772,152,36,58469.0288,0,0.536,,,,,,,,,,,,,,,,,,,,,,,,,19.1301,0.0327,19.3246,0.0955,19.226,0.087,18.7131,0.0375,19.0948,0.2251,18.8698,0.1599,6.52,430155678
63.91,2618877855,0,16,100046.53-544641.2,150.193911,-54.778119,104,58,57053.6259,0,0.682,,,,,,,,,,,,,,,,,,,,,,,,,18.0525,,18.0616,,18.2286,,17.498,,17.8244,,17.7755,,5.85,430155611
