,RA,DEC,_r,recno,ID,F555W,e_F555W,F814W,e_F814W,RAJ2000,DEJ2000,MPG,d,in_field,Weight
24345,14.80292083,-72.18577222,0.013433,306,314,17.496,0.014,17.525,0.017,00 59 12.701,-72 11 08.78,,-1.1457605,IN,1
26661,14.8154125,-72.18633611,0.0169,360,368,17.672,0.015,17.788,0.02,00 59 15.699,-72 11 10.81,,-1.1448658,IN,1
16807,14.77370833,-72.15930833,0.018266,366,375,17.691,0.016,17.809,0.02,00 59 05.690,-72 09 33.51,,-1.1381586,IN,1
21402,14.78966667,-72.17651944,0.006603,335,343,17.586,0.015,17.649,0.019,00 59 09.520,-72 10 35.47,,-1.1359221,IN,1
24376,14.8031125,-72.17886111,0.010731,407,417,17.823,0.017,18.003,0.022,00 59 12.747,-72 10 43.90,616,-1.1345812,IN,1
28793,14.8286375,-72.18469167,0.019805,319,327,17.552,0.015,17.596,0.018,00 59 18.873,-72 11 04.89,688,-1.1341342,IN,1
21512,14.7901125,-72.18857778,0.012928,373,382,17.714,0.016,17.838,0.02,00 59 09.627,-72 11 18.88,544,-1.1332377,IN,1
24784,14.80515417,-72.17061111,0.01321,377,386,17.733,0.016,17.864,0.02,00 59 13.237,-72 10 14.20,623,-1.1310037,IN,1
15074,14.76846667,-72.17929167,0.001792,368,377,17.702,0.015,17.817,0.02,00 59 04.432,-72 10 45.45,,-1.1305559,IN,1
22941,14.79647083,-72.16544444,0.014817,345,353,17.612,0.015,17.682,0.019,00 59 11.153,-72 09 55.60,,-1.1305559,IN,1
2662,14.70815,-72.18055,0.01867,409,419,17.824,0.017,17.999,0.023,00 58 49.956,-72 10 49.98,248,-1.1296629,IN,1
17927,14.7772125,-72.17788333,0.002745,391,400,17.775,0.016,17.923,0.022,00 59 06.531,-72 10 40.38,,-1.1274263,IN,1
14079,14.7654,-72.17692778,0.001065,404,413,17.794,0.016,17.949,0.022,00 59 03.696,-72 10 36.94,,-1.125188,IN,1
6903,14.73610833,-72.19641111,0.021326,406,415,17.808,0.016,17.958,0.021,00 58 56.666,-72 11 47.08,316,-1.1144557,IN,1
7064,14.7369375,-72.17262778,0.010775,359,367,17.666,0.015,17.744,0.019,00 58 56.865,-72 10 21.46,319,-1.1135609,IN,1
21205,14.78879583,-72.16383056,0.015037,215,220,17.0,0.011,16.744,0.012,00 59 09.311,-72 09 49.79,539,-1.112667,IN,1
3501,14.7139875,-72.18187222,0.017197,417,427,17.843,0.017,18.008,0.022,00 58 51.357,-72 10 54.74,265,-1.1122191,IN,1
14222,14.76579583,-72.17423611,0.003355,427,438,17.867,0.017,18.035,0.023,00 59 03.791,-72 10 27.25,,-1.1041695,IN,1
12340,14.75965,-72.18720833,0.010065,446,457,17.928,0.017,18.124,0.024,00 59 02.316,-72 11 13.95,380,-1.1019355,IN,1
16172,14.77180417,-72.17500833,0.002709,396,405,17.777,0.016,17.897,0.021,00 59 05.233,-72 10 30.03,,-1.101486,IN,1
10853,14.75416667,-72.17118056,0.007664,372,381,17.707,0.016,17.783,0.02,00 59 01.000,-72 10 16.25,358,-1.0934371,IN,1
16600,14.773075,-72.15441667,0.023129,349,357,17.619,0.015,17.648,0.019,00 59 05.538,-72 09 15.90,,-1.0907552,IN,1
2559,14.70740417,-72.16172222,0.024434,370,379,17.709,0.016,17.781,0.021,00 58 49.777,-72 09 42.20,246,-1.0889657,IN,1
22142,14.79302083,-72.19253611,0.016827,374,383,17.722,0.016,17.8,0.02,00 59 10.325,-72 11 33.13,556,-1.0885171,IN,1
17343,14.7752875,-72.18130833,0.004363,384,393,17.752,0.016,17.842,0.02,00 59 06.069,-72 10 52.71,473,-1.0858327,IN,1
14989,14.7681625,-72.17080556,0.006695,434,445,17.894,0.017,18.053,0.023,00 59 04.359,-72 10 14.90,432,-1.0840465,IN,1
4888,14.72375833,-72.16860833,0.016288,357,365,17.657,0.015,17.696,0.02,00 58 53.702,-72 10 06.99,284,-1.0827038,IN,1
26223,14.81304167,-72.18313889,0.014798,389,398,17.772,0.016,17.865,0.021,00 59 15.130,-72 10 59.30,,-1.0795742,IN,1
19082,14.781125,-72.1764,0.004067,436,447,17.893,0.017,18.044,0.022,00 59 07.470,-72 10 35.04,,-1.0773386,IN,1
17123,14.774675,-72.17503056,0.003141,251,258,17.26,0.013,17.093,0.014,00 59 05.922,-72 10 30.11,,-1.0759959,IN,1
10326,14.75214583,-72.18921667,0.012721,381,390,17.749,0.016,17.825,0.02,00 59 00.515,-72 11 21.18,349,-1.0746542,IN,1
959,14.69547083,-72.19893611,0.030923,321,329,17.554,0.014,17.532,0.017,00 58 46.913,-72 11 56.17,218,-1.0742055,IN,1
18300,14.7785375,-72.17530556,0.003817,429,440,17.877,0.017,18.014,0.023,00 59 06.849,-72 10 31.10,,-1.0719699,IN,1
12917,14.76150417,-72.17447778,0.003675,457,468,17.961,0.018,18.135,0.025,00 59 02.761,-72 10 28.12,,-1.0674984,IN,1
25435,14.80856667,-72.16674722,0.016351,435,446,17.894,0.017,18.031,0.022,00 59 14.056,-72 10 00.29,633,-1.0643697,IN,1
14808,14.76765417,-72.18353056,0.006034,309,317,17.501,0.014,17.441,0.016,00 59 04.237,-72 11 00.71,423,-1.0639218,IN,1
16928,14.77404167,-72.17563611,0.002555,430,441,17.879,0.017,18.008,0.024,00 59 05.770,-72 10 32.29,,-1.063921,IN,1
9267,14.74779583,-72.17923889,0.006522,443,454,17.91,0.017,18.054,0.023,00 58 59.471,-72 10 45.26,339,-1.0634749,IN,1
16481,14.77274583,-72.17921389,0.002182,442,453,17.913,0.017,18.054,0.023,00 59 05.459,-72 10 45.17,456,-1.0594497,IN,1
12275,14.75943333,-72.20232778,0.024977,380,389,17.745,0.016,17.802,0.019,00 59 02.264,-72 12 08.38,376,-1.0594479,IN,1
20270,14.78525,-72.18253611,0.007222,403,412,17.798,0.016,17.868,0.021,00 59 08.460,-72 10 57.13,515,-1.0473738,IN,1
20209,14.78501667,-72.16193611,0.016381,395,404,17.778,0.016,17.831,0.02,00 59 08.404,-72 09 42.97,520,-1.0411128,IN,1
17057,14.77446667,-72.19085,0.013481,95,98,16.055,0.007,15.245,0.006,00 59 05.872,-72 11 27.06,466,-1.0397711,IN,1
336,14.68999167,-72.19292222,0.028501,383,392,17.754,0.016,17.79,0.019,00 58 45.598,-72 11 34.52,210,-1.0366423,IN,1
16921,14.77403333,-72.17563889,0.002551,438,449,17.899,0.018,18.006,0.023,00 59 05.768,-72 10 32.30,,-1.0352997,IN,1
22280,14.7935875,-72.17292222,0.008984,468,481,18.009,0.018,18.168,0.024,00 59 10.461,-72 10 22.52,562,-1.0326145,IN,1
3223,14.71205833,-72.18325278,0.018157,425,436,17.866,0.017,17.951,0.022,00 58 50.894,-72 10 59.71,260,-1.0303813,IN,1
19016,14.7809,-72.17025278,0.008205,393,402,17.778,0.016,17.814,0.021,00 59 07.416,-72 10 12.91,498,-1.0259074,IN,1
26438,14.81422083,-72.18376389,0.015376,410,420,17.823,0.017,17.875,0.021,00 59 15.413,-72 11 01.55,,-1.0200943,IN,1
11621,14.75715417,-72.17944444,0.003935,466,479,17.995,0.018,18.132,0.023,00 59 01.717,-72 10 46.00,365,-1.0191987,IN,1
14047,14.76529583,-72.17866111,0.001487,424,435,17.872,0.017,17.947,0.022,00 59 03.671,-72 10 43.18,409,-1.0187534,IN,1
5679,14.728825,-72.19408333,0.020521,428,439,17.87,0.017,17.944,0.022,00 58 54.918,-72 11 38.70,296,-1.0187516,IN,1
20197,14.784975,-72.18893889,0.012521,432,443,17.877,0.017,17.948,0.021,00 59 08.394,-72 11 20.18,513,-1.0129377,IN,1
12811,14.76118333,-72.17486389,0.003426,497,517,18.127,0.019,18.315,0.011,00 59 02.684,-72 10 29.51,,-1.0057827,IN,1
12102,14.75882083,-72.17468333,0.004051,495,514,18.109,0.019,18.284,0.008,00 59 02.117,-72 10 28.86,,-1.002207,IN,1
10670,14.75347083,-72.19028889,0.013573,458,469,17.969,0.018,18.071,0.022,00 59 00.833,-72 11 25.04,354,-0.9995218,IN,1
12224,14.75922917,-72.17243333,0.005783,501,522,18.143,0.019,18.302,0.017,00 59 02.215,-72 10 20.76,381,-0.97269005,IN,1
13346,14.7629375,-72.17743889,0.001653,500,521,18.144,0.02,18.303,0.011,00 59 03.105,-72 10 38.78,402,-0.9722431,IN,1
12505,14.760175,-72.16873056,0.009118,378,387,17.742,0.016,17.7,0.019,00 59 02.442,-72 10 07.43,,-0.97224224,IN,1
10112,14.75135,-72.15965833,0.018584,471,485,18.028,0.019,18.124,0.025,00 59 00.324,-72 09 34.77,351,-0.9677709,IN,1
25438,14.8085875,-72.17839444,0.012353,470,484,18.026,0.018,18.109,0.024,00 59 14.061,-72 10 42.22,,-0.9570377,IN,1
28620,14.82749167,-72.159075,0.025839,499,520,18.123,0.019,18.248,0.025,00 59 18.598,-72 09 32.67,,-0.9512237,IN,1
16422,14.77256667,-72.176525,0.001622,149,152,16.617,0.009,15.983,0.008,00 59 05.416,-72 10 35.49,454,-0.9458558,IN,1
3017,14.71069583,-72.16543333,0.021378,308,316,17.51,0.014,17.32,0.016,00 58 50.567,-72 09 55.56,257,-0.9436201,IN,1
14361,14.76622083,-72.17284167,0.004703,505,526,18.151,0.019,18.281,0.011,00 59 03.893,-72 10 22.23,,-0.94317484,IN,1
28550,14.8270375,-72.17773611,0.017969,518,543,18.208,0.016,18.351,0.02,00 59 18.489,-72 10 39.85,681,-0.9293094,IN,1
13347,14.7629375,-72.178025,0.001733,520,546,18.2,0.011,18.334,0.013,00 59 03.105,-72 10 40.89,401,-0.92483634,IN,1
29137,14.83080417,-72.17954722,0.019229,538,572,18.249,0.024,18.404,0.018,00 59 19.393,-72 10 46.37,689,-0.92170584,IN,1
22962,14.7965625,-72.16707778,0.013539,514,538,18.187,0.02,18.304,0.022,00 59 11.175,-72 10 01.48,,-0.91544664,IN,1
21958,14.79213333,-72.18205556,0.008591,521,547,18.205,0.014,18.33,0.011,00 59 10.112,-72 10 55.40,551,-0.9145518,IN,1
18570,14.77937917,-72.17863611,0.003566,534,566,18.24,0.016,18.379,0.012,00 59 07.051,-72 10 43.09,,-0.91142136,IN,1
3847,14.71637083,-72.17684722,0.015918,475,491,18.044,0.018,18.081,0.023,00 58 51.929,-72 10 36.65,269,-0.90784216,IN,1
22676,14.79535417,-72.19493889,0.019299,464,476,17.989,0.018,17.995,0.022,00 59 10.885,-72 11 41.78,,-0.9047134,IN,1
17295,14.77512083,-72.17544444,0.002923,536,569,18.248,0.009,18.382,0.016,00 59 06.029,-72 10 31.60,,-0.9033725,IN,1
22975,14.79665,-72.16944167,0.011836,540,575,18.258,0.01,18.391,0.01,00 59 11.196,-72 10 09.99,580,-0.8980063,IN,1
16754,14.77355,-72.16368333,0.013909,512,536,18.171,0.02,18.259,0.012,00 59 05.652,-72 09 49.26,464,-0.89666456,IN,1
17634,14.776275,-72.17938056,0.003073,531,562,18.238,0.011,18.345,0.017,00 59 06.306,-72 10 45.77,480,-0.88369226,IN,1
6522,14.7339375,-72.17743333,0.010528,503,524,18.145,0.019,18.194,0.025,00 58 56.145,-72 10 38.76,307,-0.8734077,IN,1
13463,14.7633125,-72.17751111,0.001537,532,563,18.241,0.014,18.336,0.014,00 59 03.195,-72 10 39.04,,-0.8716207,IN,1
15990,14.77124583,-72.1788,0.001576,537,571,18.248,0.009,18.344,0.011,00 59 05.099,-72 10 43.68,,-0.86938417,IN,1
13179,14.76239167,-72.17585556,0.002452,578,625,18.344,0.009,18.488,0.012,00 59 02.974,-72 10 33.08,,-0.86938417,IN,1
8665,14.74509583,-72.17665833,0.007162,602,653,18.374,0.011,18.531,0.018,00 58 58.823,-72 10 35.97,331,-0.86759377,IN,1
3281,14.71242083,-72.16781389,0.019668,597,647,18.37,0.016,18.523,0.017,00 58 50.981,-72 10 04.13,263,-0.86580503,IN,1
16652,14.773225,-72.17311944,0.004629,561,603,18.306,0.014,18.425,0.012,00 59 05.574,-72 10 23.23,,-0.8640163,IN,1
27061,14.81769167,-72.17714722,0.015111,553,593,18.287,0.015,18.383,0.014,00 59 16.246,-72 10 37.73,662,-0.8519405,IN,1
24783,14.80514583,-72.15601944,0.024259,356,364,17.657,0.015,17.433,0.016,00 59 13.235,-72 09 21.67,624,-0.8474708,IN,1
15714,14.77042917,-72.17989167,0.002476,592,641,18.361,0.008,18.488,0.015,00 59 04.903,-72 10 47.61,446,-0.84657604,IN,1
24161,14.8020375,-72.17740556,0.010316,580,627,18.345,0.009,18.459,0.01,00 59 12.489,-72 10 38.66,613,-0.8421038,IN,1
21328,14.78933333,-72.159425,0.019185,603,655,18.376,0.018,18.504,0.019,00 59 09.440,-72 09 33.93,,-0.840762,IN,1
27548,14.8207125,-72.16439167,0.020713,616,672,18.402,0.015,18.538,0.017,00 59 16.971,-72 09 51.81,671,-0.8362889,IN,1
23051,14.79699583,-72.17972778,0.009051,609,662,18.389,0.011,18.516,0.019,00 59 11.279,-72 10 47.02,,-0.8340541,IN,1
26322,14.81355417,-72.18698056,0.016773,375,384,17.722,0.016,17.513,0.017,00 59 15.253,-72 11 13.13,649,-0.83181757,IN,1
18364,14.77875833,-72.17089444,0.007336,596,646,18.368,0.014,18.474,0.013,00 59 06.902,-72 10 15.22,489,-0.8246626,IN,1
22595,14.79502083,-72.17591667,0.008321,626,683,18.43,0.018,18.565,0.016,00 59 10.805,-72 10 33.30,,-0.82287306,IN,1
20877,14.78753333,-72.19373889,0.017269,546,585,18.263,0.015,18.314,0.014,00 59 09.008,-72 11 37.46,585,-0.8224244,IN,1
12157,14.75898333,-72.16614444,0.011711,629,688,18.434,0.014,18.569,0.016,00 59 02.156,-72 09 58.12,379,-0.8210843,IN,1
30994,14.844275,-72.17570278,0.023314,610,663,18.389,0.017,18.5,0.014,00 59 22.626,-72 10 32.53,720,-0.8197426,IN,1
2940,14.71010417,-72.186725,0.020064,405,414,17.801,0.017,17.614,0.019,00 58 50.425,-72 11 12.21,254,-0.8161643,IN,1
18794,14.7800875,-72.17672778,0.00368,622,679,18.414,0.008,18.523,0.011,00 59 07.221,-72 10 36.22,,-0.80677456,IN,1
14255,14.765925,-72.18168889,0.004253,455,466,17.955,0.018,17.83,0.02,00 59 03.822,-72 10 54.08,,-0.80274844,IN,1
18844,14.78026667,-72.18110833,0.005134,552,592,18.287,0.015,18.326,0.021,00 59 07.264,-72 10 51.99,,-0.8009589,IN,1
23890,14.800875,-72.16625833,0.015021,167,170,16.722,0.01,15.978,0.008,00 59 12.210,-72 09 58.53,605,-0.8005119,IN,1
24498,14.80372083,-72.18419722,0.012733,576,622,18.335,0.013,18.393,0.011,00 59 12.893,-72 11 03.11,618,-0.79648834,IN,1
17327,14.77524167,-72.17522778,0.003104,666,729,18.513,0.011,18.66,0.053,00 59 06.058,-72 10 30.82,,-0.7964866,IN,1
16722,14.77342917,-72.17719722,0.001589,412,422,17.826,0.017,17.627,0.018,00 59 05.623,-72 10 37.91,,-0.7942518,IN,1
16190,14.77185833,-72.17627222,0.001634,675,739,18.527,0.027,18.676,0.016,00 59 05.246,-72 10 34.58,,-0.79201525,IN,1
24012,14.8013875,-72.18715556,0.013983,595,645,18.366,0.016,18.434,0.021,00 59 12.333,-72 11 13.76,603,-0.7915691,IN,1
23335,14.79829167,-72.19483611,0.01961,557,598,18.299,0.014,18.309,0.013,00 59 11.590,-72 11 41.41,,-0.76965487,IN,1
22933,14.79644583,-72.16644722,0.014009,686,750,18.539,0.012,18.666,0.015,00 59 11.147,-72 09 59.21,,-0.76697224,IN,1
4117,14.7182625,-72.16391389,0.020485,617,673,18.406,0.023,18.461,0.026,00 58 52.383,-72 09 50.09,274,-0.7620522,IN,1
29719,14.83502083,-72.190175,0.02402,582,630,18.349,0.046,18.374,0.035,00 59 20.405,-72 11 24.63,697,-0.7607096,IN,1
17147,14.77474583,-72.17674167,0.002104,642,703,18.466,0.012,18.549,0.016,00 59 05.939,-72 10 36.27,,-0.76026344,IN,1
28708,14.82804583,-72.18028056,0.018485,663,726,18.505,0.012,18.607,0.012,00 59 18.731,-72 10 49.01,726,-0.7598173,IN,1
20215,14.7850375,-72.17415,0.006113,681,745,18.533,0.011,18.648,0.014,00 59 08.409,-72 10 26.94,514,-0.75892085,IN,1
26734,14.815825,-72.16756944,0.017607,736,817,18.623,0.014,18.779,0.013,00 59 15.798,-72 10 03.25,659,-0.7553442,IN,1
17694,14.77645,-72.17625278,0.00278,647,708,18.476,0.01,18.558,0.01,00 59 06.348,-72 10 34.51,,-0.7548973,IN,1
17274,14.77507083,-72.19049444,0.013157,607,659,18.384,0.014,18.42,0.017,00 59 06.017,-72 11 25.78,469,-0.75489557,IN,1
16196,14.771875,-72.17108889,0.006502,658,721,18.494,0.012,18.581,0.011,00 59 05.250,-72 10 15.92,721,-0.751319,IN,1
25765,14.81038333,-72.17958611,0.013037,692,761,18.552,0.015,18.668,0.015,00 59 14.492,-72 10 46.51,638,-0.7513181,IN,1
7308,14.73824583,-72.20079722,0.025049,751,837,18.653,0.019,18.817,0.015,00 58 57.179,-72 12 02.87,,-0.74908245,IN,1
12701,14.76080417,-72.17639444,0.002556,836,932,18.79,0.036,19.015,0.012,00 59 02.593,-72 10 35.02,,-0.7423728,IN,1
14655,14.76712917,-72.18286667,0.005379,640,701,18.464,0.014,18.525,0.018,00 59 04.111,-72 10 58.32,,-0.74147886,IN,1
8594,14.74467917,-72.17720556,0.007246,700,770,18.566,0.013,18.676,0.012,00 58 58.723,-72 10 37.94,,-0.73969185,IN,1
11894,14.758075,-72.16993889,0.008187,569,615,18.323,0.013,18.311,0.013,00 59 01.938,-72 10 11.78,373,-0.7392449,IN,1
6796,14.7355125,-72.19049167,0.01642,685,749,18.538,0.02,18.628,0.019,00 58 56.523,-72 11 25.77,312,-0.7343248,IN,1
6230,14.73220417,-72.19179444,0.01807,690,756,18.544,0.027,18.636,0.021,00 58 55.729,-72 11 30.46,303,-0.73342913,IN,1
21355,14.78947917,-72.18148611,0.007601,624,681,18.426,0.011,18.457,0.009,00 59 09.475,-72 10 53.35,,-0.7316413,IN,1
21331,14.78934583,-72.17899722,0.006603,598,648,18.371,0.014,18.372,0.016,00 59 09.443,-72 10 44.39,540,-0.72940475,IN,1
26189,14.81289583,-72.158575,0.023332,630,690,18.442,0.021,18.477,0.024,00 59 15.095,-72 09 30.87,,-0.7280638,IN,1
31295,14.8466,-72.15571111,0.032393,568,614,18.32,0.02,18.293,0.02,00 59 23.184,-72 09 20.56,,-0.72716904,IN,1
16136,14.7717,-72.18136111,0.003996,714,789,18.582,0.009,18.685,0.016,00 59 05.208,-72 10 52.90,450,-0.7262734,IN,1
26483,14.81442917,-72.15431389,0.027146,668,732,18.517,0.018,18.587,0.016,00 59 15.463,-72 09 15.53,,-0.7258273,IN,1
25384,14.80830417,-72.18915278,0.016893,715,790,18.584,0.02,18.681,0.015,00 59 13.993,-72 11 20.95,,-0.72001415,IN,1
17257,14.77502083,-72.17579722,0.002663,727,807,18.611,0.017,18.72,0.013,00 59 06.005,-72 10 32.87,,-0.71867156,IN,1
13066,14.762,-72.17538056,0.002872,697,767,18.565,0.013,18.651,0.016,00 59 02.880,-72 10 31.37,,-0.71867067,IN,1
17561,14.776025,-72.17684444,0.002444,750,832,18.646,0.012,18.771,0.012,00 59 06.246,-72 10 36.64,,-0.71733063,IN,1
5427,14.72726667,-72.16774167,0.015915,589,637,18.356,0.017,18.332,0.017,00 58 54.544,-72 10 03.87,294,-0.7137523,IN,1
23692,14.799875,-72.1774,0.009654,627,685,18.431,0.014,18.442,0.009,00 59 11.970,-72 10 38.64,598,-0.7115166,IN,1
30131,14.83806667,-72.18055556,0.021559,718,794,18.588,0.013,18.676,0.015,00 59 21.136,-72 10 50.00,707,-0.7101766,IN,1
15326,14.76926667,-72.18555833,0.008063,222,228,17.08,0.012,16.408,0.01,00 59 04.624,-72 11 08.01,436,-0.70480955,IN,1
19327,14.78189167,-72.17447222,0.005137,694,763,18.555,0.013,18.62,0.011,00 59 07.654,-72 10 28.10,,-0.70436174,IN,1
5966,14.73065833,-72.19043611,0.017327,757,844,18.665,0.023,18.785,0.018,00 58 55.358,-72 11 25.57,297,-0.70436,IN,1
16966,14.7741625,-72.17277222,0.005053,648,709,18.474,0.016,18.495,0.01,00 59 05.799,-72 10 21.98,,-0.7012304,IN,1
30931,14.8437625,-72.19115278,0.026814,740,821,18.633,0.042,18.733,0.02,00 59 22.503,-72 11 28.15,,-0.70078427,IN,1
6438,14.733475,-72.15683611,0.023258,816,911,18.765,0.035,18.92,0.048,00 58 56.034,-72 09 24.61,,-0.69094586,IN,1
12428,14.75994167,-72.17369444,0.004591,720,797,18.596,0.01,18.658,0.011,00 59 02.386,-72 10 25.30,384,-0.68334234,IN,1
24150,14.80195833,-72.18149167,0.011038,708,781,18.576,0.013,18.628,0.014,00 59 12.470,-72 10 53.37,612,-0.68334234,IN,1
16614,14.77310833,-72.18279167,0.00549,743,824,18.634,0.011,18.715,0.011,00 59 05.546,-72 10 58.05,,-0.68334144,IN,1
17280,14.77507917,-72.17571111,0.002732,742,823,18.634,0.045,18.715,0.047,00 59 06.019,-72 10 32.56,,-0.68334144,IN,1
16044,14.77141667,-72.19285833,0.015387,752,838,18.656,0.014,18.747,0.016,00 59 05.140,-72 11 34.29,447,-0.6824475,IN,1
18647,14.77962917,-72.17713056,0.003477,759,847,18.674,0.011,18.772,0.018,00 59 07.111,-72 10 37.67,,-0.6806588,IN,1
2254,14.70543333,-72.18524722,0.020748,711,786,18.579,0.019,18.622,0.017,00 58 49.304,-72 11 06.89,240,-0.67395,IN,1
20323,14.78543333,-72.17279722,0.007037,775,864,18.696,0.013,18.793,0.013,00 59 08.504,-72 10 22.07,521,-0.66992646,IN,1
21034,14.78805417,-72.17654722,0.006111,749,831,18.644,0.015,18.714,0.011,00 59 09.133,-72 10 35.57,,-0.66903335,IN,1
3195,14.71184583,-72.15665556,0.027088,645,706,18.47,0.037,18.453,0.05,00 58 50.843,-72 09 23.96,261,-0.6690317,IN,1
30480,14.84037917,-72.19474444,0.027985,643,704,18.467,0.043,18.448,0.041,00 59 21.691,-72 11 41.08,,-0.66858554,IN,1
26163,14.81274167,-72.19879167,0.025256,698,768,18.565,0.024,18.595,0.017,00 59 15.058,-72 11 55.65,,-0.668583,IN,1
25584,14.80938333,-72.16816667,0.015654,687,753,18.542,0.01,18.558,0.011,00 59 14.252,-72 10 05.40,636,-0.666349,IN,1
24003,14.80134583,-72.18813333,0.014666,811,906,18.757,0.019,18.873,0.016,00 59 12.323,-72 11 17.28,,-0.65963936,IN,1
11437,14.75643333,-72.17185556,0.006718,671,735,18.519,0.008,18.514,0.011,00 59 01.544,-72 10 18.68,364,-0.65785235,IN,1
22633,14.79518333,-72.16667778,0.01359,765,854,18.681,0.014,18.754,0.009,00 59 10.844,-72 10 00.04,,-0.655168,IN,1
11058,14.7550375,-72.172825,0.006198,712,787,18.581,0.013,18.6,0.011,00 59 01.209,-72 10 22.17,,-0.65159136,IN,1
19786,14.78350833,-72.16471944,0.013599,738,819,18.624,0.01,18.664,0.008,00 59 08.042,-72 09 52.99,509,-0.6511419,IN,1
23070,14.79708333,-72.17484444,0.009192,786,877,18.719,0.008,18.804,0.013,00 59 11.300,-72 10 29.44,582,-0.64890784,IN,1
21547,14.79024167,-72.18244167,0.008329,735,816,18.623,0.014,18.658,0.015,00 59 09.658,-72 10 56.79,,-0.64712,IN,1
28120,14.824375,-72.17521667,0.017305,728,808,18.613,0.026,18.643,0.033,00 59 17.850,-72 10 30.78,678,-0.6471166,IN,1
5570,14.72809167,-72.15855278,0.022602,674,738,18.527,0.041,18.513,0.047,00 58 54.742,-72 09 30.79,,-0.6462235,IN,1
12527,14.76024167,-72.171575,0.006422,873,974,18.835,0.012,18.973,0.014,00 59 02.458,-72 10 17.67,387,-0.64443564,IN,1
20975,14.7878625,-72.18275833,0.00796,701,772,18.568,0.008,18.569,0.009,00 59 09.087,-72 10 57.93,,-0.6413034,IN,1
12316,14.75957917,-72.20233889,0.024983,782,873,18.714,0.067,18.787,0.075,00 59 02.299,-72 12 08.42,,-0.6404095,IN,1
22582,14.7949625,-72.16576667,0.014288,729,809,18.613,0.01,18.635,0.014,00 59 10.791,-72 09 56.76,,-0.63996166,IN,1
24873,14.805525,-72.16117778,0.019902,761,849,18.678,0.018,18.731,0.017,00 59 13.326,-72 09 40.24,625,-0.63862246,IN,1
16865,14.77387917,-72.17880833,0.002143,705,777,18.572,0.051,18.572,0.059,00 59 05.731,-72 10 43.71,,-0.6386208,IN,1
797,14.69403333,-72.1888,0.025387,651,713,18.483,0.018,18.438,0.014,00 58 46.568,-72 11 19.68,216,-0.6381738,IN,1
13442,14.76324167,-72.18195,0.004715,803,895,18.733,0.014,18.811,0.011,00 59 03.178,-72 10 55.02,,-0.6363859,IN,1
17652,14.776325,-72.19038611,0.013116,256,263,17.301,0.013,16.662,0.011,00 59 06.318,-72 11 25.39,478,-0.6354903,IN,1
15003,14.76822917,-72.17738889,0.000116,779,870,18.704,0.009,18.763,0.016,00 59 04.375,-72 10 38.60,,-0.6323598,IN,1
364,14.69024583,-72.19615278,0.030308,704,775,18.57,0.018,18.558,0.015,00 58 45.659,-72 11 46.15,211,-0.6287832,IN,1
31188,14.84579583,-72.18603056,0.025192,814,909,18.762,0.014,18.842,0.022,00 59 22.991,-72 11 09.71,725,-0.6252049,IN,1
2155,14.7047,-72.16984444,0.020931,778,869,18.703,0.013,18.753,0.016,00 58 49.128,-72 10 11.44,,-0.6247588,IN,1
18504,14.77917917,-72.17982222,0.004051,798,890,18.731,0.009,18.794,0.009,00 59 07.003,-72 10 47.36,490,-0.6238623,IN,1
22514,14.79469167,-72.16731944,0.012991,921,1029,18.906,0.057,19.053,0.083,00 59 10.726,-72 10 02.35,,-0.62073183,IN,1
13355,14.76296667,-72.1802,0.00316,872,973,18.835,0.011,18.945,0.011,00 59 03.112,-72 10 48.72,,-0.6193918,IN,1
7314,14.73828333,-72.18153889,0.010044,721,799,18.598,0.03,18.586,0.03,00 58 57.188,-72 10 53.54,322,-0.6162613,IN,1
16497,14.77279167,-72.17988056,0.002744,815,910,18.764,0.016,18.834,0.023,00 59 05.470,-72 10 47.57,,-0.6153656,IN,1
14765,14.7675,-72.17953611,0.002052,90,93,16.019,0.0,14.714,0.005,00 59 04.200,-72 10 46.33,421,-0.6131308,IN,1
31599,14.848975,-72.17979444,0.024787,871,972,18.835,0.016,18.931,0.019,00 59 23.754,-72 10 47.26,,-0.6068699,IN,1
18941,14.78061667,-72.1544,0.023404,773,862,18.695,0.029,18.718,0.023,00 59 07.348,-72 09 15.84,,-0.60418636,IN,1
26464,14.81435417,-72.19549167,0.022845,754,840,18.657,0.023,18.659,0.022,00 59 15.445,-72 11 43.77,,-0.6023976,IN,1
