,r_cntr,object_id,ngood,flags,smss_j,RA,DEC,e_raj2000,e_dej2000,mean_epoch,nimaflags,class_star,u_psf,e_u_psf,u_petro,e_u_petro,u_apc05,e_u_apc05,v_psf,e_v_psf,v_petro,e_v_petro,v_apc05,e_v_apc05,g_band,e_g_psf,g_petro,e_g_petro,g_apc05,e_g_apc05,r_band,e_r_psf,r_petro,e_r_petro,r_apc05,e_r_apc05,i_band,e_i_psf,i_petro,e_i_petro,i_apc05,e_i_apc05,z_band,e_z_psf,z_petro,e_z_petro,z_apc05,e_z_apc05,self_dist1,self_id1
40,74.42,5384136,2,0,213513.71-010144.8,323.807182,-1.029159,233,238,57250.5543,0,0.464,,,,,,,,,,,,,,,,,,,,,,,,,20.0176,0.0276,20.4549,0.1742,20.2014,0.1195,,,,,,,15.0,
41,75.83,5384161,22,0,213516.21-010209.7,323.817586,-1.036038,60,76,57446.0204,0,0.912,,,,,,,,,,,,,,,,,,,20.3013,0.0302,20.3027,0.05,20.3186,0.0354,19.0884,0.0179,19.0826,0.0517,19.088,0.0238,18.6854,0.0233,18.716,0.104,18.6674,0.0445,15.0,
42,76.83,5384109,67,0,213516.93-010325.7,323.82052,-1.057152,36,51,57588.7766,8,0.748,,,,,,,,,,,,,18.4651,0.0374,18.3163,0.0122,18.6037,0.0071,17.8252,0.0346,17.6856,0.021,17.9648,0.0064,17.3392,0.0325,17.1712,0.0131,17.4227,0.0066,17.0728,0.0342,16.8607,0.0307,17.1107,0.0107,15.0,
43,77.05,5384102,1,1,213516.02-010347.5,323.816721,-1.063213,36,36,56840.7321,0,0.578,,,,,,,,,,,,,,,,,,,20.4916,0.2477,20.397,0.118,20.6094,0.1154,,,,,,,,,,,,,4.82,5384072.0
44,78.07,5384073,24,0,213507.83-010338.2,323.782637,-1.060604,36,64,57362.1862,0,0.888,,,,,,,,,,,,,20.9602,0.0844,21.0425,0.2319,20.997,0.0747,19.918,0.0282,19.9549,0.0412,19.9062,0.0223,19.3129,0.0189,19.2091,0.0644,19.2044,0.0383,18.8236,0.0379,18.7405,0.0656,18.8163,0.0435,11.25,5384064.0
45,79.6,5384103,93,0,213516.53-010341.8,323.818885,-1.061648,41,48,57686.5616,7,0.984,,,,,,,19.3487,0.0409,19.3353,0.1161,19.3667,0.0454,17.2335,0.0046,17.2505,0.009,17.2311,0.0046,16.6415,0.0043,16.6599,0.007,16.6408,0.0035,16.2797,0.0044,16.3074,0.0086,16.2827,0.0047,16.143,0.0058,16.1917,0.0078,16.1453,0.0067,9.61,5384102.0
46,81.12,2009100509,0,16,213507.87-010207.2,323.7828,-1.035361,36,36,57990.5527,2,0.361,,,,,,,,,,,,,19.4857,,19.9584,,20.4794,,,,,,,,,,,,,,,,,,,,15.0,
47,83.9,5384069,1,0,213512.28-010419.9,323.801154,-1.072144,36,36,57250.5641,0,0.496,,,,,,,,,,,,,,,,,,,20.804,0.0929,21.477,0.2783,21.0235,0.1435,,,,,,,,,,,,,11.64,5384070.0
48,85.37,5384125,8,17,213508.41-010151.9,323.785176,-1.03105,69,36,57402.2684,0,0.41,,,,,,,,,,,,,,,,,,,19.6809,,19.7863,,19.6602,,18.8955,0.075,18.5326,0.1084,18.9386,0.0279,18.7016,0.0921,18.163,0.2116,18.534,0.1223,15.0,
49,85.4,5384064,30,0,213507.77-010349.3,323.782378,-1.063719,65,85,57536.8469,1,0.953,,,,,,,,,,,,,19.8362,0.0115,19.9348,0.0298,19.8367,0.0245,19.6199,0.0115,19.7359,0.0251,19.6195,0.0158,19.5012,0.0292,19.6042,0.0523,19.5388,0.0344,,,,,,,11.25,5384073.0
